disno,dyindex,statea,namea,stateb,nameb,year,strtday,strtmnth,strtyr,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,dyad_rolea,dyad_roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,severity,severitya,severityb,ongo2014,new,change,changetype_1,changetype_2
2180,2180,700,AFG,770,PAK,1951,8,5,1951,8,5,1951,5,3,0,19,4,0,1,1,1,1,1,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,75,0,0,0,0,0
2180,2180,770,PAK,700,AFG,1951,8,5,1951,8,5,1951,5,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,1,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,75,65,0,0,0,0,0
2181,2181,700,AFG,770,PAK,1956,19,5,1956,19,5,1956,5,3,1,19,4,0,1,1,1,1,1,-9,19,4,1,0,0,0,1,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,75,0,0,0,0,0
2181,2181,770,PAK,700,AFG,1956,19,5,1956,19,5,1956,5,3,1,19,4,0,1,1,0,0,0,1,0,1,1,1,1,1,-9,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,75,65,0,0,0,0,0
2184,2184,2,USA,70,MEX,1918,30,3,1918,11,4,1918,5,3,0,18,4,1,1,1,0,0,0,-9,18,4,1,1,0,0,-9,18,4,1,3,1,3,1,0,1,13,13,17,17,17,75,75,75,0,0,0,0,0
2184,2184,70,MEX,2,USA,1918,30,3,1918,11,4,1918,5,3,0,18,4,1,1,1,1,0,0,-9,18,4,1,0,0,0,-9,18,4,1,1,3,1,3,0,1,13,13,17,17,17,75,75,75,0,0,0,0,0
2185,2185,2,USA,70,MEX,1919,16,6,1919,25,2,1920,0,0,0,19,4,1,1,1,1,0,0,0,19,4,1,0,0,0,0,19,4,1,1,3,1,3,0,1,199,199,16,16,16,65,65,65,0,0,0,0,0
2185,2185,2,USA,70,MEX,1920,16,6,1919,25,2,1920,5,3,0,19,4,1,1,1,1,0,0,0,19,4,1,0,0,0,0,19,4,1,1,3,1,3,0,2,57,256,16,16,16,65,65,65,0,0,0,0,0
2185,2185,70,MEX,2,USA,1919,16,6,1919,25,2,1920,0,0,0,19,4,1,1,1,0,0,0,0,19,4,1,1,0,0,0,19,4,1,3,1,3,1,0,1,199,199,16,16,16,65,65,65,0,0,0,0,0
2185,2185,70,MEX,2,USA,1920,16,6,1919,25,2,1920,5,3,0,19,4,1,1,1,0,0,0,0,19,4,1,1,0,0,0,19,4,1,3,1,3,1,0,2,57,256,16,16,16,65,65,65,0,0,0,0,0
2186,2186,731,PRK,732,ROK,1949,5,5,1949,10,8,1949,5,3,0,18,4,1,1,1,1,1,1,-9,18,4,1,0,1,1,-9,18,4,1,1,3,1,3,0,1,98,98,17,17,17,75,75,75,0,0,0,0,0
2186,2186,732,ROK,731,PRK,1949,5,5,1949,10,8,1949,5,3,0,18,4,1,1,1,0,1,1,-9,18,4,1,1,1,1,-9,18,4,1,3,1,3,1,0,1,98,98,17,17,17,75,75,75,0,0,0,0,0
2187,2187,2,USA,731,PRK,1958,7,3,1958,17,10,1961,0,0,0,19,4,1,1,2,0,0,0,0,18,4,1,1,1,3,0,19,4,1,3,1,3,1,0,1,300,300,16,17,16,65,75,65,0,0,0,0,0
2187,2187,2,USA,731,PRK,1959,7,3,1958,17,10,1961,0,0,0,19,4,1,1,2,0,0,0,0,18,4,1,1,1,3,0,19,4,1,3,1,3,1,0,2,365,665,16,17,16,65,75,65,0,0,0,0,0
2187,2187,2,USA,731,PRK,1960,7,3,1958,17,10,1961,0,0,0,19,4,1,1,2,0,0,0,0,18,4,1,1,1,3,0,19,4,1,3,1,3,1,0,3,366,1031,16,17,16,65,75,65,0,0,0,0,0
2187,2187,2,USA,731,PRK,1961,7,3,1958,17,10,1961,5,3,2,19,4,1,1,2,0,0,0,0,18,4,1,1,1,3,1,19,4,1,3,1,3,1,0,4,291,1322,16,17,16,65,75,65,0,0,0,0,0
2187,2187,731,PRK,2,USA,1958,7,3,1958,17,10,1961,0,0,0,19,4,1,1,2,1,1,3,0,19,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,300,300,16,16,17,65,65,75,0,0,0,0,0
2187,2187,731,PRK,2,USA,1959,7,3,1958,17,10,1961,0,0,0,19,4,1,1,2,1,1,3,0,19,4,1,0,0,0,0,18,4,1,1,3,1,3,0,2,365,665,16,16,17,65,65,75,0,0,0,0,0
2187,2187,731,PRK,2,USA,1960,7,3,1958,17,10,1961,0,0,0,19,4,1,1,2,1,1,3,0,19,4,1,0,0,0,0,18,4,1,1,3,1,3,0,3,366,1031,16,16,17,65,65,75,0,0,0,0,0
2187,2187,731,PRK,2,USA,1961,7,3,1958,17,10,1961,5,3,2,19,4,1,1,2,1,1,3,1,19,4,1,0,0,0,0,18,4,1,1,3,1,3,0,4,291,1322,16,16,17,65,65,75,0,0,0,0,0
2187,2187,731,PRK,732,ROK,1958,7,3,1958,17,10,1961,0,0,0,19,4,1,1,2,1,1,3,0,19,4,1,0,1,3,0,18,4,1,1,3,1,3,0,1,300,300,16,16,17,65,65,75,0,0,0,0,0
2187,2187,731,PRK,732,ROK,1959,7,3,1958,17,10,1961,0,0,0,19,4,1,1,2,1,1,3,0,19,4,1,0,1,3,0,18,4,1,1,3,1,3,0,2,365,665,16,16,17,65,65,75,0,0,0,0,0
2187,2187,731,PRK,732,ROK,1960,7,3,1958,17,10,1961,0,0,0,19,4,1,1,2,1,1,3,0,19,4,1,0,1,3,0,18,4,1,1,3,1,3,0,3,366,1031,16,16,17,65,65,75,0,0,0,0,0
2187,2187,731,PRK,732,ROK,1961,7,3,1958,17,10,1961,5,3,2,19,4,1,1,2,1,1,3,1,19,4,1,0,1,3,1,18,4,1,1,3,1,3,0,4,291,1322,16,16,17,65,65,75,0,0,0,0,0
2187,2187,732,ROK,731,PRK,1958,7,3,1958,17,10,1961,0,0,0,19,4,1,1,2,0,1,3,0,18,4,1,1,1,3,0,19,4,1,3,1,3,1,0,1,300,300,16,17,16,65,75,65,0,0,0,0,0
2187,2187,732,ROK,731,PRK,1959,7,3,1958,17,10,1961,0,0,0,19,4,1,1,2,0,1,3,0,18,4,1,1,1,3,0,19,4,1,3,1,3,1,0,2,365,665,16,17,16,65,75,65,0,0,0,0,0
2187,2187,732,ROK,731,PRK,1960,7,3,1958,17,10,1961,0,0,0,19,4,1,1,2,0,1,3,0,18,4,1,1,1,3,0,19,4,1,3,1,3,1,0,3,366,1031,16,17,16,65,75,65,0,0,0,0,0
2187,2187,732,ROK,731,PRK,1961,7,3,1958,17,10,1961,5,3,2,19,4,1,1,2,0,1,3,1,18,4,1,1,1,3,1,19,4,1,3,1,3,1,0,4,291,1322,16,17,16,65,75,65,0,0,0,0,0
2188,2188,2,USA,731,PRK,1962,2,6,1962,15,1,1964,0,0,0,18,4,1,1,2,0,0,0,1,18,4,1,1,1,3,1,18,4,1,3,1,3,1,0,1,213,213,17,17,17,75,75,75,0,0,0,0,0
2188,2188,2,USA,731,PRK,1963,2,6,1962,15,1,1964,0,0,0,18,4,1,1,2,0,0,0,1,18,4,1,1,1,3,1,18,4,1,3,1,3,1,0,2,365,578,17,17,17,75,75,75,0,0,0,0,0
2188,2188,2,USA,731,PRK,1964,2,6,1962,15,1,1964,5,3,1,18,4,1,1,2,0,0,0,1,18,4,1,1,1,3,1,18,4,1,3,1,3,1,0,3,16,594,17,17,17,75,75,75,0,0,0,0,0
2188,2188,731,PRK,2,USA,1962,2,6,1962,15,1,1964,0,0,0,18,4,1,1,2,1,1,3,1,18,4,1,0,0,0,1,18,4,1,1,3,1,3,0,1,213,213,17,17,17,75,75,75,0,0,0,0,0
2188,2188,731,PRK,2,USA,1963,2,6,1962,15,1,1964,0,0,0,18,4,1,1,2,1,1,3,1,18,4,1,0,0,0,1,18,4,1,1,3,1,3,0,2,365,578,17,17,17,75,75,75,0,0,0,0,0
2188,2188,731,PRK,2,USA,1964,2,6,1962,15,1,1964,5,3,1,18,4,1,1,2,1,1,3,1,18,4,1,0,0,0,1,18,4,1,1,3,1,3,0,3,16,594,17,17,17,75,75,75,0,0,0,0,0
2188,2188,731,PRK,732,ROK,1962,2,6,1962,15,1,1964,0,0,0,18,4,1,1,2,1,1,3,1,18,4,1,0,1,3,1,18,4,1,1,3,1,3,0,1,213,213,17,17,17,75,75,75,0,0,0,0,0
2188,2188,731,PRK,732,ROK,1963,2,6,1962,15,1,1964,0,0,0,18,4,1,1,2,1,1,3,1,18,4,1,0,1,3,1,18,4,1,1,3,1,3,0,2,365,578,17,17,17,75,75,75,0,0,0,0,0
2188,2188,731,PRK,732,ROK,1964,2,6,1962,15,1,1964,5,3,1,18,4,1,1,2,1,1,3,1,18,4,1,0,1,3,1,18,4,1,1,3,1,3,0,3,16,594,17,17,17,75,75,75,0,0,0,0,0
2188,2188,732,ROK,731,PRK,1962,2,6,1962,15,1,1964,0,0,0,18,4,1,1,2,0,1,3,1,18,4,1,1,1,3,1,18,4,1,3,1,3,1,0,1,213,213,17,17,17,75,75,75,0,0,0,0,0
2188,2188,732,ROK,731,PRK,1963,2,6,1962,15,1,1964,0,0,0,18,4,1,1,2,0,1,3,1,18,4,1,1,1,3,1,18,4,1,3,1,3,1,0,2,365,578,17,17,17,75,75,75,0,0,0,0,0
2188,2188,732,ROK,731,PRK,1964,2,6,1962,15,1,1964,5,3,1,18,4,1,1,2,0,1,3,1,18,4,1,1,1,3,1,18,4,1,3,1,3,1,0,3,16,594,17,17,17,75,75,75,0,0,0,0,0
2191,2191,731,PRK,732,ROK,1974,15,2,1974,20,7,1974,5,3,1,19,4,1,1,1,1,1,3,1,19,4,1,0,1,3,1,19,4,1,1,3,1,3,0,1,156,156,16,16,16,65,65,65,0,0,0,0,0
2191,2191,732,ROK,731,PRK,1974,15,2,1974,20,7,1974,5,3,1,19,4,1,1,1,0,1,3,1,19,4,1,1,1,3,1,19,4,1,3,1,3,1,0,1,156,156,16,16,16,65,65,65,0,0,0,0,0
2192,2192,2,USA,731,PRK,1977,13,7,1977,17,3,1978,0,0,0,19,4,0,1,2,0,0,0,0,10,3,0,1,1,3,0,19,4,1,4,1,3,1,0,1,172,172,16,8,16,65,20,65,0,0,0,0,0
2192,2192,2,USA,731,PRK,1978,13,7,1977,17,3,1978,8,4,1,19,4,0,1,2,0,0,0,1,10,3,0,1,1,3,1,19,4,1,4,1,3,1,0,2,77,249,16,8,16,65,20,65,0,0,0,0,0
2192,2192,731,PRK,2,USA,1977,13,7,1977,17,3,1978,0,0,0,19,4,0,1,2,1,1,3,0,19,4,1,0,0,0,0,10,3,0,1,4,1,3,0,1,172,172,16,16,8,65,65,20,0,0,0,0,0
2192,2192,731,PRK,2,USA,1978,13,7,1977,17,3,1978,8,4,1,19,4,0,1,2,1,1,3,1,19,4,1,0,0,0,1,10,3,0,1,4,1,3,0,2,77,249,16,16,8,65,65,20,0,0,0,0,0
2192,2192,731,PRK,732,ROK,1977,28,4,1977,19,5,1978,0,0,0,19,4,1,1,2,1,1,3,0,19,4,1,0,1,3,0,18,4,1,1,3,1,3,0,1,248,248,16,16,17,65,65,75,0,0,0,0,0
2192,2192,731,PRK,732,ROK,1978,28,4,1977,19,5,1978,8,4,1,19,4,1,1,2,1,1,3,1,19,4,1,0,1,3,1,18,4,1,1,3,1,3,0,2,140,388,16,16,17,65,65,75,0,0,0,0,0
2192,2192,732,ROK,731,PRK,1977,28,4,1977,19,5,1978,0,0,0,19,4,1,1,2,0,1,3,0,18,4,1,1,1,3,0,19,4,1,3,1,3,1,0,1,248,248,16,17,16,65,75,65,0,0,0,0,0
2192,2192,732,ROK,731,PRK,1978,28,4,1977,19,5,1978,8,4,1,19,4,1,1,2,0,1,3,1,18,4,1,1,1,3,1,19,4,1,3,1,3,1,0,2,140,388,16,17,16,65,75,65,0,0,0,0,0
2193,2193,2,USA,731,PRK,1979,10,3,1979,27,3,1980,0,0,0,9,3,0,1,2,0,0,0,0,9,3,0,1,1,3,0,0,1,1,4,1,1,3,0,1,297,297,7,7,0,49,49,30,0,0,0,0,0
2193,2193,2,USA,731,PRK,1980,10,3,1979,27,3,1980,5,3,1,9,3,0,1,2,0,0,0,0,9,3,0,1,1,3,1,0,1,1,4,1,1,3,0,2,88,385,7,7,0,49,49,30,0,0,0,0,0
2193,2193,731,PRK,2,USA,1979,10,3,1979,27,3,1980,0,0,0,9,3,0,1,2,1,1,3,0,0,1,1,0,0,0,0,9,3,0,1,4,3,1,0,1,297,297,7,0,7,49,30,49,0,0,0,0,0
2193,2193,731,PRK,2,USA,1980,10,3,1979,27,3,1980,5,3,1,9,3,0,1,2,1,1,3,1,0,1,1,0,0,0,0,9,3,0,1,4,3,1,0,2,88,385,7,0,7,49,30,49,0,0,0,0,0
2193,2193,731,PRK,732,ROK,1979,1,3,1979,6,12,1980,0,0,0,19,4,1,1,2,1,1,3,0,18,4,1,0,1,3,0,19,4,1,1,3,1,3,0,1,306,306,16,17,16,65,75,65,0,0,0,0,0
2193,2193,731,PRK,732,ROK,1980,1,3,1979,6,12,1980,5,3,1,19,4,1,1,2,1,1,3,1,18,4,1,0,1,3,1,19,4,1,1,3,1,3,0,2,342,648,16,17,16,65,75,65,0,0,0,0,0
2193,2193,732,ROK,731,PRK,1979,1,3,1979,6,12,1980,0,0,0,19,4,1,1,2,0,1,3,0,19,4,1,1,1,3,0,18,4,1,3,1,3,1,0,1,306,306,16,16,17,65,65,75,0,0,0,0,0
2193,2193,732,ROK,731,PRK,1980,1,3,1979,6,12,1980,5,3,1,19,4,1,1,2,0,1,3,1,19,4,1,1,1,3,1,18,4,1,3,1,3,1,0,2,342,648,16,16,17,65,65,75,0,0,0,0,0
2194,2194,731,PRK,732,ROK,1981,7,7,1981,13,7,1982,0,0,0,18,4,1,1,1,1,1,3,0,18,4,1,0,1,3,0,18,4,1,1,3,1,3,0,1,178,178,17,17,17,75,75,75,0,0,0,0,0
2194,2194,731,PRK,732,ROK,1982,7,7,1981,13,7,1982,5,3,0,18,4,1,1,1,1,1,3,0,18,4,1,0,1,3,0,18,4,1,1,3,1,3,0,2,195,373,17,17,17,75,75,75,0,0,0,0,0
2194,2194,732,ROK,731,PRK,1981,7,7,1981,13,7,1982,0,0,0,18,4,1,1,1,0,1,3,0,18,4,1,1,1,3,0,18,4,1,3,1,3,1,0,1,178,178,17,17,17,75,75,75,0,0,0,0,0
2194,2194,732,ROK,731,PRK,1982,7,7,1981,13,7,1982,5,3,0,18,4,1,1,1,0,1,3,0,18,4,1,1,1,3,0,18,4,1,3,1,3,1,0,2,195,373,17,17,17,75,75,75,0,0,0,0,0
2195,2195,2,USA,731,PRK,1983,1,2,1983,10,2,1983,5,3,0,19,4,0,2,1,1,0,0,0,9,3,1,0,1,3,0,19,4,1,1,3,1,3,0,1,10,10,16,7,16,65,49,65,0,0,0,0,0
2195,2195,731,PRK,2,USA,1983,1,2,1983,10,2,1983,5,3,0,19,4,0,2,1,0,1,3,0,19,4,1,1,0,0,0,9,3,1,3,1,3,1,0,1,10,10,16,16,7,65,65,49,0,0,0,0,0
2195,2195,731,PRK,732,ROK,1983,1,2,1983,5,8,1983,5,3,0,19,4,1,2,1,0,1,3,0,19,4,1,1,1,3,0,19,4,1,3,1,3,1,0,1,186,186,16,16,16,65,65,65,0,0,0,0,0
2195,2195,732,ROK,731,PRK,1983,1,2,1983,5,8,1983,5,3,0,19,4,1,2,1,1,1,3,0,19,4,1,0,1,3,0,19,4,1,1,3,1,3,0,1,186,186,16,16,16,65,65,65,0,0,0,0,0
2196,2196,2,USA,731,PRK,1985,1,2,1985,6,2,1985,5,3,0,18,4,0,1,2,0,0,0,0,9,3,0,1,1,3,0,18,4,1,4,1,3,1,0,1,6,6,17,7,17,75,49,75,0,0,0,0,0
2196,2196,731,PRK,2,USA,1985,1,2,1985,6,2,1985,5,3,0,18,4,0,1,2,1,1,3,0,18,4,1,0,0,0,0,9,3,0,1,4,1,3,0,1,6,6,17,17,7,75,75,49,0,0,0,0,0
2196,2196,731,PRK,732,ROK,1984,13,11,1984,29,4,1985,0,0,0,18,4,1,1,2,1,1,3,0,18,4,1,0,1,3,0,18,4,1,1,3,1,3,0,1,49,49,17,17,17,75,75,75,0,0,0,0,0
2196,2196,731,PRK,732,ROK,1985,13,11,1984,29,4,1985,5,3,0,18,4,1,1,2,1,1,3,0,18,4,1,0,1,3,0,18,4,1,1,3,1,3,0,2,120,169,17,17,17,75,75,75,0,0,0,0,0
2196,2196,732,ROK,731,PRK,1984,13,11,1984,29,4,1985,0,0,0,18,4,1,1,2,0,1,3,0,18,4,1,1,1,3,0,18,4,1,3,1,3,1,0,1,49,49,17,17,17,75,75,75,0,0,0,0,0
2196,2196,732,ROK,731,PRK,1985,13,11,1984,29,4,1985,5,3,0,18,4,1,1,2,0,1,3,0,18,4,1,1,1,3,0,18,4,1,3,1,3,1,0,2,120,169,17,17,17,75,75,75,0,0,0,0,0
2198,2198,731,PRK,732,ROK,1986,11,8,1986,21,8,1986,5,3,0,18,4,1,1,1,1,1,3,0,18,4,1,0,1,3,0,18,4,1,1,3,1,3,0,1,11,11,17,17,17,75,75,75,0,0,0,0,0
2198,2198,732,ROK,731,PRK,1986,11,8,1986,21,8,1986,5,3,0,18,4,1,1,1,0,1,3,0,18,4,1,1,1,3,0,18,4,1,3,1,3,1,0,1,11,11,17,17,17,75,75,75,0,0,0,0,0
2199,2199,710,CHN,740,JPN,1873,1,6,1873,30,6,1873,5,3,0,2,2,0,1,1,0,0,0,0,0,1,1,1,1,2,0,2,2,1,3,1,3,1,0,1,30,30,1,0,1,30,75,30,0,0,0,0,0
2199,2199,740,JPN,710,CHN,1873,1,6,1873,30,6,1873,5,3,0,2,2,0,1,1,1,1,2,0,2,2,1,0,0,0,0,0,1,1,1,3,1,3,0,1,30,30,1,1,0,30,30,65,0,0,0,0,0
2200,2200,710,CHN,740,JPN,1875,1,3,1875,12,12,1875,3,3,0,16,4,0,1,1,0,0,0,0,0,1,1,1,1,1,0,16,4,1,3,1,3,1,0,1,287,287,14,0,14,84,65,84,0,0,0,0,0
2200,2200,740,JPN,710,CHN,1875,1,3,1875,12,12,1875,4,3,0,16,4,0,1,1,1,1,1,0,16,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,287,287,14,14,0,84,84,75,0,0,0,0,0
2201,2201,710,CHN,740,JPN,1879,25,3,1879,20,9,1879,2,2,0,16,4,0,1,1,0,0,0,0,0,1,1,1,1,1,0,16,4,1,3,1,3,1,0,1,180,180,14,0,14,84,65,84,0,0,0,0,0
2201,2201,740,JPN,710,CHN,1879,25,3,1879,20,9,1879,1,2,0,16,4,0,1,1,1,1,1,0,16,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,180,180,14,14,0,84,84,75,0,0,0,0,0
2202,2202,710,CHN,740,JPN,1882,31,7,1882,28,8,1882,5,3,0,7,3,0,1,1,0,0,0,0,7,3,1,1,1,2,0,7,3,1,3,1,3,1,0,1,29,29,7,7,7,49,49,49,0,0,0,0,0
2202,2202,740,JPN,710,CHN,1882,31,7,1882,28,8,1882,5,3,0,7,3,0,1,1,1,1,2,0,7,3,1,0,0,0,0,7,3,1,1,3,1,3,0,1,29,29,7,7,7,49,49,49,0,0,0,0,0
2203,2203,710,CHN,740,JPN,1907,1,10,1907,20,11,1907,5,3,0,2,2,0,1,1,0,1,2,0,0,1,1,1,0,0,0,2,2,1,3,1,3,1,0,1,51,51,1,0,1,30,65,30,0,0,0,0,0
2203,2203,740,JPN,710,CHN,1907,1,10,1907,20,11,1907,5,3,0,2,2,0,1,1,1,0,0,0,2,2,1,0,1,2,0,0,1,1,1,3,1,3,0,1,51,51,1,1,0,30,30,75,0,0,0,0,0
2204,2204,710,CHN,740,JPN,1909,22,4,1909,4,9,1909,3,1,1,18,4,1,1,1,0,1,2,1,18,4,1,1,0,0,1,18,4,1,3,1,3,1,0,1,136,136,17,17,17,75,75,75,0,0,0,0,0
2204,2204,740,JPN,710,CHN,1909,22,4,1909,4,9,1909,4,1,1,18,4,1,1,1,1,0,0,1,18,4,1,0,1,2,1,18,4,1,1,3,1,3,0,1,136,136,17,17,17,75,75,75,0,0,0,0,0
2205,2205,710,CHN,740,JPN,1916,1,8,1916,13,4,1917,0,0,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,2,0,18,4,1,3,1,3,1,0,1,153,153,17,17,17,75,75,75,0,0,0,0,0
2205,2205,710,CHN,740,JPN,1917,1,8,1916,13,4,1917,5,1,2,18,4,1,1,1,0,0,0,1,18,4,1,1,1,2,1,18,4,1,3,1,3,1,0,2,104,257,17,17,17,75,75,75,0,0,0,0,0
2205,2205,740,JPN,710,CHN,1916,1,8,1916,13,4,1917,0,0,0,18,4,1,1,1,1,1,2,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,153,153,17,17,17,75,75,75,0,0,0,0,0
2205,2205,740,JPN,710,CHN,1917,1,8,1916,13,4,1917,5,1,2,18,4,1,1,1,1,1,2,1,18,4,1,0,0,0,1,18,4,1,1,3,1,3,0,2,104,257,17,17,17,75,75,75,0,0,0,0,0
2206,2206,710,CHN,740,JPN,1920,7,6,1920,31,10,1920,5,3,0,16,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,16,4,1,3,1,3,1,0,1,147,147,14,0,14,84,75,84,0,0,0,0,0
2206,2206,740,JPN,710,CHN,1920,7,6,1920,31,10,1920,5,3,0,16,4,0,1,1,1,1,2,0,16,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,147,147,14,14,0,84,84,75,0,0,0,0,0
2207,2207,710,CHN,740,JPN,1925,5,12,1925,23,12,1925,8,4,0,7,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,7,3,1,3,1,3,1,0,1,19,19,7,0,7,49,75,49,0,0,0,0,0
2207,2207,740,JPN,710,CHN,1925,5,12,1925,23,12,1925,8,4,0,7,3,0,1,1,1,0,0,0,7,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,19,19,7,7,0,49,49,75,0,0,0,0,0
2208,2208,2,USA,710,CHN,1926,15,3,1926,15,3,1926,4,3,1,18,4,0,7,1,1,0,0,0,2,2,0,0,0,0,1,18,4,1,2,3,1,3,0,1,1,1,17,1,17,75,30,75,0,0,0,0,0
2208,2208,710,CHN,2,USA,1926,15,3,1926,15,3,1926,3,3,1,18,4,0,7,1,0,0,0,1,18,4,1,1,0,0,0,2,2,0,3,2,3,1,0,1,1,1,17,17,1,75,75,30,0,0,0,0,0
2208,2208,200,UKG,710,CHN,1926,15,3,1926,15,3,1926,4,3,1,18,4,0,7,1,1,0,0,0,2,2,0,0,0,0,1,18,4,1,2,3,1,3,0,1,1,1,17,1,17,75,30,75,0,0,0,0,0
2208,2208,710,CHN,200,UKG,1926,15,3,1926,15,3,1926,3,3,1,18,4,0,7,1,0,0,0,1,18,4,1,1,0,0,0,2,2,0,3,2,3,1,0,1,1,1,17,17,1,75,75,30,0,0,0,0,0
2208,2208,220,FRN,710,CHN,1926,15,3,1926,15,3,1926,4,3,1,18,4,0,7,1,1,0,0,0,2,2,0,0,0,0,1,18,4,1,2,3,1,3,0,1,1,1,17,1,17,75,30,75,0,0,0,0,0
2208,2208,710,CHN,220,FRN,1926,15,3,1926,15,3,1926,3,3,1,18,4,0,7,1,0,0,0,1,18,4,1,1,0,0,0,2,2,0,3,2,3,1,0,1,1,1,17,17,1,75,75,30,0,0,0,0,0
2208,2208,255,GMY,710,CHN,1926,15,3,1926,15,3,1926,4,3,1,18,4,0,7,1,1,0,0,0,2,2,0,0,0,0,1,18,4,1,2,3,1,3,0,1,1,1,17,1,17,75,30,75,0,0,0,0,0
2208,2208,710,CHN,255,GMY,1926,15,3,1926,15,3,1926,3,3,1,18,4,0,7,1,0,0,0,1,18,4,1,1,0,0,0,2,2,0,3,2,3,1,0,1,1,1,17,17,1,75,75,30,0,0,0,0,0
2208,2208,325,ITA,710,CHN,1926,15,3,1926,15,3,1926,4,3,1,18,4,0,7,1,1,0,0,0,2,2,0,0,0,0,1,18,4,1,2,3,1,3,0,1,1,1,17,1,17,75,30,75,0,0,0,0,0
2208,2208,710,CHN,325,ITA,1926,15,3,1926,15,3,1926,3,3,1,18,4,0,7,1,0,0,0,1,18,4,1,1,0,0,0,2,2,0,3,2,3,1,0,1,1,1,17,17,1,75,75,30,0,0,0,0,0
2208,2208,365,RUS,710,CHN,1926,15,3,1926,15,3,1926,4,3,1,18,4,0,7,1,1,0,0,0,2,2,0,0,0,0,1,18,4,1,2,3,1,3,0,1,1,1,17,1,17,75,30,75,0,0,0,0,0
2208,2208,710,CHN,365,RUS,1926,15,3,1926,15,3,1926,3,3,1,18,4,0,7,1,0,0,0,1,18,4,1,1,0,0,0,2,2,0,3,2,3,1,0,1,1,1,17,17,1,75,75,30,0,0,0,0,0
2208,2208,710,CHN,740,JPN,1926,12,3,1926,18,3,1926,3,3,1,18,4,1,7,1,0,0,0,1,18,4,1,1,1,2,1,18,4,1,3,1,3,1,0,1,7,7,17,17,17,75,75,75,0,0,0,0,0
2208,2208,740,JPN,710,CHN,1926,12,3,1926,18,3,1926,4,3,1,18,4,1,7,1,1,1,2,1,18,4,1,0,0,0,1,18,4,1,1,3,1,3,0,1,7,7,17,17,17,75,75,75,0,0,0,0,0
2209,2209,710,CHN,740,JPN,1927,2,4,1927,30,8,1927,5,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,19,4,1,3,1,3,1,0,1,151,151,16,0,16,65,75,65,0,0,0,0,0
2209,2209,740,JPN,710,CHN,1927,2,4,1927,30,8,1927,5,3,0,19,4,0,1,1,1,0,0,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,151,151,16,16,0,65,65,65,0,0,0,0,0
2211,2211,710,CHN,740,JPN,1933,8,4,1933,13,9,1933,2,2,3,18,4,0,1,1,0,0,0,2,18,4,1,1,1,1,2,16,4,1,3,1,3,1,0,1,159,159,17,17,14,75,75,84,0,0,0,0,0
2211,2211,740,JPN,710,CHN,1933,8,4,1933,13,9,1933,1,2,3,18,4,0,1,1,1,1,1,2,16,4,1,0,0,0,2,18,4,1,1,3,1,3,0,1,159,159,17,14,17,75,84,75,0,0,0,0,0
2212,2212,710,CHN,740,JPN,1935,20,5,1935,27,6,1935,3,1,1,18,4,0,1,1,0,0,0,1,18,4,1,1,1,1,1,18,4,1,3,1,3,1,0,1,39,39,17,17,17,75,75,75,0,0,0,0,0
2212,2212,740,JPN,710,CHN,1935,20,5,1935,27,6,1935,4,1,1,18,4,0,1,1,1,1,1,1,18,4,1,0,0,0,1,18,4,1,1,3,1,3,0,1,39,39,17,17,17,75,75,75,0,0,0,0,0
2214,2214,710,CHN,740,JPN,1936,10,7,1936,30,12,1936,5,3,1,18,4,1,1,1,1,0,0,1,18,4,1,0,0,0,1,18,4,1,1,3,1,3,0,1,174,174,17,17,17,75,75,75,0,0,0,0,0
2214,2214,740,JPN,710,CHN,1936,10,7,1936,30,12,1936,5,3,1,18,4,1,1,1,0,0,0,1,18,4,1,1,0,0,1,18,4,1,3,1,3,1,0,1,174,174,17,17,17,75,75,75,0,0,0,0,0
2215,2215,2,USA,365,RUS,1958,27,6,1958,7,7,1958,7,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,19,4,1,3,1,3,1,0,1,11,11,16,0,16,65,65,65,0,0,0,0,0
